tbl,Year,quarter,citymarketid_1,citymarketid_2,City1,City2,nsmiles,airportid_1,airportid_2,airport_1,airport_2,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
Table1a,2016,2,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",1246,11298,10800,DFW,BUR,23.5164835164835,252.675700934579,AA,0.663551401869159,258.455633802817,DL,0.102803738317757,198.590909090909
Table1a,2016,2,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",1246,11298,12892,DFW,LAX,3167.58241758242,153.687163920208,AA,0.761699913269731,159.364838768446,NK,0.0813183000867303,87.9075938566553
Table1a,2016,2,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",1246,11298,12954,DFW,LGB,25.2747252747253,196.825652173913,AA,0.91304347826087,193.615238095238,AA,0.91304347826087,193.615238095238
Table1a,2016,2,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",1246,11298,13891,DFW,ONT,226.813186813187,321.096656976744,AA,0.936046511627907,325.039648033126,DL,0.0402131782945736,263.224096385542
Table1a,2016,2,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",1246,11298,14908,DFW,SNA,696.263736263736,278.866792929293,AA,0.93386994949495,280.286851444989,UA,0.03125,243.331818181818
Table1a,2016,2,30194,32600,"Dallas/Fort Worth, TX","Little Rock, AR",304,11259,12992,DAL,LIT,141.318681318681,162.266407465008,WN,0.997667185069984,162.348713951676,WN,0.997667185069984,162.348713951676
Table1a,2016,2,30194,32600,"Dallas/Fort Worth, TX","Little Rock, AR",304,11298,12992,DFW,LIT,203.296703296703,177.339081081081,AA,0.994594594594595,176.951086956522,AA,0.994594594594595,176.951086956522
Table1a,2016,2,30194,32896,"Dallas/Fort Worth, TX","Lubbock, TX",293,11259,12896,DAL,LBB,309.56043956044,174.452431664892,WN,0.999645012424565,174.473544034091,WN,0.999645012424565,174.473544034091
Table1a,2016,2,30194,32896,"Dallas/Fort Worth, TX","Lubbock, TX",293,11298,12896,DFW,LBB,133.076923076923,196.436168455822,AA,0.995871180842279,196.641044776119,AA,0.995871180842279,196.641044776119
Table1a,2016,2,30194,33044,"Dallas/Fort Worth, TX","Louisville, KY",733,11259,14730,DAL,SDF,36.9230769230769,228.863988095238,WN,0.696428571428571,235.476495726496,DL,0.291666666666667,215.052040816327
