matches,team,year
12,frc4716,2015
14,frc3977,2013
58,frc341,2015
25,frc2849,2014
13,frc1448,2014
29,frc5137,2015
97,frc4188,2017
17,frc1735,2006
11,frc4156,2012
11,frc1277,2006
23,frc1671,2011
81,frc2054,2012
11,frc1091,2012
10,frc5914,2017
9,frc1784,2006
39,frc308,2009
23,frc6346,2017
11,frc2060,2007
9,frc3079,2010
12,frc1594,2007
10,frc4178,2013
10,frc6126,2017
8,frc2186,2008
13,frc4962,2015
50,frc5563,2017
8,frc1564,2006
9,frc1137,2011
30,frc4146,2017
22,frc4902,2014
10,frc4179,2017
13,frc4727,2013
37,frc2761,2016
24,frc4482,2016
29,frc1775,2015
40,frc3824,2014
10,frc3993,2014
12,frc6050,2016
9,frc4928,2015
39,frc2836,2016
27,frc6113,2016
11,frc4472,2015
24,frc5848,2017
8,frc346,2008
13,frc4241,2013
36,frc3931,2016
43,frc3767,2016
8,frc4696,2016
22,frc810,2013
9,frc4193,2014
8,frc1590,2009
33,frc1559,2014
8,frc1412,2006
11,frc3544,2014
7,frc342,2007
27,frc2403,2011
16,frc3241,2016
9,frc6379,2017
13,frc433,2007
29,frc3245,2015
12,frc5817C,2016
27,frc4661,2017
8,frc1820,2008
19,frc2183,2014
10,frc5759,2015
8,frc841B,2014
2,frc3942,2014
55,frc20,2008
11,frc1274,2006
24,frc359,2007
27,frc2040,2011
78,frc70,2016
26,frc3786,2017
8,frc1549,2008
9,frc2511,2008
13,frc2212,2012
105,frc2046,2016
41,frc4198,2017
9,frc2434,2011
11,frc2998,2012
11,frc3313,2016
51,frc48,2009
24,frc4846,2015
26,frc4272,2016
8,frc1236,2007
11,frc877,2016
23,frc2141,2011
9,frc4119,2017
48,frc1519,2010
33,frc1810,2012
51,frc192,2014
11,frc1375,2005
20,frc1227,2005
46,frc175,2009
13,frc5176,2014
34,frc1714,2017
25,frc2458,2012
20,frc4489,2014
24,frc6021,2016
10,frc4336,2013
11,frc4154,2012
24,frc3186,2010
11,frc53,2010
20,frc40,2005
29,frc2229,2012
27,frc125,2006
37,frc378,2013
56,frc857,2015
18,frc1502,2007
9,frc2513,2011
8,frc848,2013
19,frc3598,2017
15,frc3376,2011
24,frc21,2013
29,frc4392,2015
9,frc1164,2006
14,frc3826,2013
17,frc3324,2014
16,frc3729,2012
31,frc4768,2015
7,frc2241,2009
24,frc5215,2014
47,frc2791,2017
29,frc5534,2017
12,frc3061,2010
61,frc955,2014
20,frc1700,2011
10,frc1699,2006
12,frc2165,2014
8,frc1748,2006
9,frc1787,2008
10,frc3693,2011
26,frc4662,2016
22,frc3160,2016
31,frc201,2016
8,frc1926,2008
8,frc1112,2005
12,frc1665,2014
12,frc4975,2014
52,frc4930,2015
24,frc6581,2017
11,frc3353,2010
9,frc1396,2014
48,frc3637,2015
10,frc3461,2011
24,frc5110,2014
22,frc612,2012
11,frc4052,2012
62,frc223,2014
22,frc1481,2006
11,frc2275,2014
19,frc945,2016
57,frc1730,2014
9,frc5180,2014
18,frc2501,2017
9,frc1827,2007
17,frc2283,2009
19,frc1649,2012
51,frc2084,2016
11,frc1245,2005
8,frc1755,2009
28,frc2605,2011
37,frc706,2014
24,frc3060,2009
31,frc1153,2010
24,frc1781,2010
30,frc1726,2011
43,frc2713,2016
9,frc2107,2010
18,frc1071,2012
25,frc968,2013
12,frc3464,2013
35,frc3138,2012
16,frc619,2013
9,frc3969,2016
36,frc876,2008
15,frc2232,2012
43,frc5818,2017
43,frc4325,2013
22,frc2477,2011
27,frc3981,2012
8,frc2381,2009
41,frc6121,2016
30,frc1902,2011
19,frc4481,2013
10,frc2161,2011
7,frc1484,2009
24,frc1296,2011
47,frc456,2015
21,frc4940,2015
12,frc4056,2016
38,frc3925,2016
9,frc1242,2005
9,frc94,2007
22,frc2911,2014
29,frc1225,2016
9,frc2606,2011
19,frc3988,2017
19,frc527,2007
91,frc2974,2017
65,frc4112,2017
12,frc4254,2012
27,frc5194,2017
9,frc1849,2012
20,frc840,2015
24,frc5214,2016
38,frc3008,2013
11,frc2465,2009
10,frc5636,2015
24,frc5282,2017
11,frc3323,2011
9,frc1493B,2016
28,frc4726,2015
11,frc1619,2008
44,frc5420,2016
23,frc539,2014
10,frc4597,2017
12,frc1839,2006
9,frc2986,2013
12,frc5018,2014
17,frc2948,2012
28,frc117,2010
11,frc1569,2017
9,frc1500,2006
27,frc287,2010
10,frc5507,2015
61,frc869,2014
32,frc3947,2016
42,frc4618,2016
23,frc280,2006
11,frc1405,2008
22,frc2187,2013
36,frc4009,2015
17,frc1880,2011
11,frc4518,2013
22,frc709,2007
27,frc1086,2012
84,frc862,2014
8,frc500,2009
11,frc2361,2010
12,frc5082,2014
28,frc6061,2017
24,frc3131,2015
61,frc1731,2017
14,frc1891,2012
14,frc4525,2013
10,frc4418,2015
36,frc247,2006
24,frc5205,2014
24,frc5182,2015
11,frc6482,2017
10,frc4523,2014
43,frc123,2011
28,frc903,2005
10,frc1415,2010
8,frc2825,2013
17,frc3858,2011
13,frc5031,2014
58,frc103,2012
19,frc4394,2012
26,frc2166,2009
10,frc2198,2015
24,frc5336,2016
33,frc1506,2012
12,frc3532,2015
46,frc816,2013
14,frc569,2006
21,frc1803,2006
27,frc4573,2017
14,frc3384,2011
10,frc5028,2014
30,frc271,2005
12,frc3468,2011
17,frc95,2007
26,frc2437,2014
34,frc5085,2015
13,frc4262,2014
28,frc2574,2010
23,frc63,2005
10,frc1554,2007
31,frc4568,2013
7,frc1237,2009
11,frc4354,2012
23,frc395,2013
28,frc2172,2016
27,frc2002,2015
9,frc1371,2005
21,frc364,2017
28,frc2467,2010
10,frc4236,2012
18,frc2377,2013
12,frc5701,2016
23,frc174,2017
17,frc453,2007
35,frc2062,2008
12,frc2853,2010
24,frc5144,2014
24,frc4796,2017
8,frc2219,2007
40,frc1991,2008
30,frc358,2011
28,frc1677,2012
33,frc2543,2013
40,frc4637,2013
30,frc4051,2014
56,frc834,2016
64,frc1741,2016
11,frc4387,2013
58,frc5230,2016
8,frc1325,2006
26,frc2468,2009
36,frc4486,2015
28,frc4779,2015
31,frc935,2009
20,frc2439,2009
9,frc1650,2005
21,frc2159,2011
41,frc1126,2013
8,frc4640,2016
39,frc1732,2009
24,frc1896,2015
11,frc4177,2012
10,frc4817,2016
62,frc4362,2016
10,frc514,2016
9,frc1889,2009
32,frc6620,2017
23,frc4356,2017
10,frc5744,2017
25,frc1912,2015
9,frc3973,2012
24,frc5223,2014
12,frc5101,2016
8,frc5599,2016
10,frc1898,2011
25,frc2635,2013
8,frc4850,2013
21,frc441,2013
24,frc1168,2016
8,frc5063,2017
32,frc1261,2008
9,frc3835,2016
83,frc141,2011
54,frc1351,2015
12,frc1591,2008
36,frc254,2005
38,frc809,2005
8,frc4648,2016
35,frc3230,2015
10,frc5346,2015
31,frc4682,2015
38,frc234,2007
39,frc2851,2017
9,frc4149,2014
45,frc4206,2014
9,frc2679,2013
15,frc1289,2009
12,frc3709,2016
16,frc165,2006
8,frc1251,2007
26,frc2620,2011
28,frc4951,2014
10,frc6377,2016
38,frc3352,2016
35,frc3585,2016
10,frc3315,2011
26,frc2013,2012
9,frc4847,2015
21,frc4643,2017
12,frc4947,2015
11,frc1883,2009
11,frc2844,2017
15,frc203,2008
23,frc1048,2008
13,frc2869,2010
7,frc2004,2008
25,frc3082,2016
24,frc468,2011
10,frc1512,2011
25,frc379,2008
12,frc5605,2016
8,frc2499,2017
28,frc599,2013
8,frc6180,2016
7,frc2951,2009
21,frc1647,2010
39,frc1796,2015
18,frc3026,2017
25,frc135,2012
134,frc33,2013
10,frc4784,2015
8,frc3043,2009
13,frc3135,2012
53,frc1622,2016
9,frc219,2010
57,frc3547,2014
14,frc145,2011
24,frc2495,2012
8,frc4181,2016
37,frc1311,2012
10,frc4176,2012
40,frc1270,2012
33,frc4285,2014
11,frc937,2014
10,frc4288,2015
37,frc3784,2012
11,frc4243,2012
31,frc4592,2014
24,frc5840,2017
79,frc4575,2016
23,frc134,2007
27,frc2673,2012
26,frc5198,2015
14,frc1014,2017
11,frc159,2016
10,frc1751,2007
22,frc1493,2012
31,frc4737,2015
44,frc447,2017
8,frc4137,2013
11,frc3714,2014
21,frc2815,2017
8,frc1672,2008
17,frc2484,2012
52,frc181,2014
12,frc5302,2014
75,frc230,2017
9,frc6730,2017
20,frc3259,2010
10,frc2969,2017
12,frc3065,2009
8,frc4071,2012
8,frc610,2005
10,frc3704,2013
24,frc1446,2016
13,frc3660,2017
8,frc1087,2008
27,frc231,2007
56,frc973,2017
24,frc3607,2015
20,frc1051,2006
20,frc3126,2011
10,frc1943,2011
10,frc3792,2015
19,frc179,2007
12,frc4562,2014
8,frc2545,2016
8,frc5653,2017
9,frc3274,2011
26,frc4680,2014
10,frc3751,2016
9,frc1658,2008
9,frc4174,2016
24,frc313,2015
11,frc4014,2014
11,frc4073,2016
52,frc343,2010
12,frc3565,2012
19,frc971C,2014
44,frc1756,2013
12,frc5886,2016
16,frc3577,2011
41,frc88,2013
16,frc1518,2009
14,frc3293,2011
68,frc1640,2012
55,frc1305,2013
74,frc3005,2016
21,frc353,2016
11,frc4782,2013
10,frc6393,2017
8,frc5658,2017
12,frc2034,2007
11,frc6764,2017
3,frc1949,2010
10,frc3818,2011
56,frc744,2012
28,frc2461,2014
8,frc2549,2016
12,frc1099,2005
16,frc548,2006
24,frc1577,2013
27,frc5819,2016
9,frc5102,2017
37,frc93,2007
8,frc1655,2007
25,frc2177,2008
40,frc4499,2014
36,frc2077,2017
11,frc4746,2014
36,frc250,2016
42,frc2234,2016
74,frc2826,2015
28,frc3882,2015
46,frc4343,2017
9,frc3042,2009
10,frc2777,2010
6,frc2914B,2016
11,frc4903,2016
21,frc3486,2012
17,frc2348,2010
33,frc868,2008
11,frc2027,2010
9,frc606,2015
26,frc1584,2010
8,frc3004,2010
10,frc4021,2014
11,frc3799,2015
10,frc3084,2009
65,frc3357,2010
10,frc3179,2010
9,frc1995,2007
26,frc2642,2015
9,frc1847,2006
26,frc3932,2013
12,frc3741,2017
94,frc1923,2015
8,frc4217,2016
17,frc1126,2007
11,frc1864,2012
10,frc2827,2015
75,frc4130,2015
36,frc263,2008
14,frc5749,2015
12,frc5178,2014
9,frc4528,2014
25,frc613,2012
22,frc4545,2013
19,frc3275,2011
10,frc4385,2012
29,frc453,2013
44,frc5596,2017
9,frc6371,2017
9,frc2626,2017
25,frc2164,2009
8,frc3290,2016
16,frc1553,2017
13,frc462,2009
10,frc3933,2013
55,frc234,2013
11,frc3856,2014
8,frc2947,2009
10,frc977,2009
9,frc3307,2014
15,frc4050,2014
52,frc5690,2017
43,frc148,2009
20,frc2854,2014
14,frc2896,2016
29,frc1939,2011
17,frc2805,2013
13,frc1765,2014
8,frc6022,2016
7,frc1295,2006
31,frc4925,2016
12,frc601,2017
13,frc3460,2012
9,frc441,2007
48,frc2145,2011
20,frc2470,2015
62,frc294,2016
26,frc6120,2016
10,frc5589,2015
111,frc118,2016
9,frc1195,2015
10,frc2347,2017
11,frc3471,2012
22,frc3128,2013
26,frc3773,2011
9,frc3754,2015
12,frc4717,2016
41,frc4085,2017
10,frc6111,2017
10,frc2961,2014
64,frc4917,2017
26,frc6633,2017
21,frc114,2005
32,frc3184,2016
10,frc1255,2008
15,frc2781,2012
43,frc708,2014
28,frc1230,2012
24,frc1216,2010
33,frc1251,2013
10,frc448,2008
50,frc5827,2016
15,frc2139,2008
9,frc5961,2016
20,frc1716,2014
8,frc3122,2017
18,frc1602,2005
63,frc484,2014
15,frc1824,2008
9,frc3268,2010
24,frc4124,2013
24,frc3265,2017
41,frc368,2005
12,frc1178,2010
9,frc2667,2011
11,frc4351,2012
11,frc1262,2014
31,frc3096,2017
9,frc2531,2011
45,frc2194,2016
24,frc1791,2017
8,frc3074,2009
33,frc5212,2015
52,frc5053,2015
71,frc190,2017
53,frc33,2007
23,frc3243,2014
9,frc4209,2015
29,frc4276,2015
26,frc3466,2016
10,frc2711,2011
10,frc3728,2011
18,frc5433,2015
10,frc599,2007
12,frc2481,2009
29,frc1322,2010
28,frc3863,2016
46,frc107,2009
19,frc2171,2010
52,frc3719,2014
41,frc2170,2016
9,frc2072,2007
85,frc78,2017
12,frc2544,2012
43,frc2987,2016
9,frc1190,2006
43,frc1156,2014
26,frc5979,2016
95,frc1746,2016
17,frc461,2005
17,frc1751,2013
30,frc4810,2014
10,frc4015,2012
28,frc5926,2017
21,frc86,2008
12,frc2647,2013
43,frc1218,2010
16,frc3541,2014
15,frc4497,2015
49,frc624,2010
10,frc3659,2014
12,frc3953,2016
37,frc4330,2016
9,frc229B,2010
24,frc4987,2015
8,frc1221,2008
26,frc2339,2011
27,frc5559,2017
7,frc1157,2009
17,frc5185,2014
11,frc2430,2010
48,frc66,2011
24,frc3568,2017
29,frc179,2013
9,frc3651,2015
13,frc5859,2017
9,frc1496,2006
26,frc3415,2010
24,frc2877,2012
10,frc144,2013
15,frc999,2009
24,frc2085,2010
9,frc3558,2012
12,frc4314,2013
49,frc231,2013
11,frc1977,2014
56,frc2028,2016
75,frc4476,2017
15,frc932,2006
9,frc1359,2009
12,frc4754,2013
10,frc3163,2014
61,frc3655,2016
13,frc3083,2010
9,frc3778,2011
36,frc2604,2014
24,frc5612,2016
20,frc423,2010
18,frc2978,2010
14,frc2053,2017
31,frc75,2010
10,frc1317,2012
30,frc93,2013
28,frc2095,2016
27,frc1577,2007
10,frc6218,2016
14,frc2408,2011
13,frc4555,2013
31,frc1596,2014
10,frc2493,2012
18,frc4907,2014
10,frc1075,2015
37,frc2081,2016
25,frc2950,2016
106,frc2771,2016
9,frc1583,2008
14,frc2034,2013
27,frc4536,2014
22,frc1160,2010
27,frc1305,2007
44,frc88,2007
12,frc4991,2016
12,frc2496,2013
11,frc1355,2007
10,frc1452,2014
8,frc2529,2016
24,frc4628,2016
22,frc5041,2014
29,frc4576,2016
18,frc1557,2009
9,frc4566,2013
34,frc3747,2011
28,frc2169,2008
29,frc3189,2016
77,frc2415,2016
28,frc4735,2017
27,frc322,2008
28,frc5962,2017
30,frc1504,2017
25,frc3340,2012
9,frc4240,2013
24,frc3822,2017
8,frc640,2008
41,frc2363,2014
24,frc2517,2015
21,frc981,2008
14,frc2546,2010
10,frc3386,2011
45,frc573,2017
26,frc2783,2012
48,frc3886,2016
11,frc2259,2012
18,frc1605,2009
17,frc3232,2010
9,frc6467,2017
24,frc5217,2014
60,frc3539,2016
28,frc3570,2011
9,frc3056,2012
30,frc1661,2012
31,frc3654,2015
9,frc1860,2009
77,frc272,2016
9,frc6703,2017
43,frc1599,2017
64,frc16,2008
59,frc1418,2017
25,frc3288,2013
32,frc166,2008
31,frc2079,2017
12,frc3685,2012
28,frc3812,2015
11,frc4173,2012
48,frc1538,2015
21,frc1712,2010
16,frc3091,2009
20,frc3038,2013
8,frc3355,2017
13,frc61,2006
15,frc2354,2014
23,frc980,2017
26,frc5492,2017
9,frc1339,2008
25,frc812,2011
14,frc5874,2016
10,frc1544,2011
24,frc4380,2012
19,frc3705,2014
28,frc6190,2016
11,frc3266,2017
30,frc1502,2013
9,frc6612,2017
11,frc378,2007
21,frc393,2008
10,frc529,2011
79,frc5829,2016
34,frc291,2016
20,frc2992,2016
8,frc3699,2013
71,frc469,2011
20,frc4464,2015
12,frc1182,2006
10,frc1827,2013
18,frc1023,2008
7,frc1000,2005
13,frc3954,2012
11,frc1561,2015
62,frc25,2017
10,frc4950,2017
50,frc4159,2013
17,frc1482,2015
10,frc4832,2014
26,frc6367,2017
24,frc5473,2017
9,frc2819,2010
20,frc4753,2013
37,frc1065,2014
27,frc2190,2014
13,frc211,2005
11,frc4195,2017
46,frc3718,2015
13,frc2847,2016
29,frc1388,2012
42,frc4459,2017
8,frc2862,2009
40,frc1100,2012
10,frc4804,2016
9,frc3270,2013
36,frc5314,2015
12,frc5585,2017
13,frc1876,2006
10,frc2441,2011
44,frc1811,2016
10,frc1304,2010
17,frc619,2007
9,frc3346,2010
31,frc3543,2017
10,frc4064,2015
68,frc85,2017
17,frc1367,2006
25,frc968,2007
21,frc2010,2011
19,frc3238,2010
11,frc4594,2014
54,frc1528,2011
30,frc5574,2016
24,frc2050,2010
9,frc2411,2010
12,frc5522,2016
13,frc5093,2017
48,frc229,2016
9,frc4510,2013
32,frc5232,2016
35,frc492,2016
9,frc996,2006
10,frc568,2010
11,frc1203,2010
14,frc2504,2012
25,frc5219,2017
9,frc2402,2011
8,frc2380,2008
20,frc3381,2010
13,frc3955,2013
21,frc5052,2015
57,frc4242,2016
26,frc4415,2017
10,frc1785,2011
27,frc527,2013
18,frc4141,2017
9,frc2512,2008
21,frc4698,2016
17,frc1546,2016
10,frc2972,2017
36,frc3612,2013
31,frc94,2013
9,frc2872,2015
20,frc1737,2012
39,frc1143,2012
10,frc4230,2013
81,frc558,2016
11,frc321,2005
29,frc3735,2013
20,frc709,2013
59,frc1243,2014
48,frc3221,2015
60,frc2609,2017
8,frc2763,2009
13,frc1410,2012
22,frc2358,2013
30,frc596,2005
25,frc3070,2011
28,frc8,2010
12,frc3273,2010
10,frc4133,2012
24,frc3470,2016
34,frc3049,2016
20,frc451,2017
26,frc224,2008
11,frc3926,2012
9,frc2509,2010
10,frc4169,2012
10,frc4783,2015
24,frc5651,2017
40,frc5338,2015
21,frc4355,2016
12,frc2360,2014
16,frc842,2006
35,frc56,2006
12,frc2106,2012
10,frc4416,2015
9,frc1752,2006
16,frc1918,2006
9,frc1382,2009
16,frc1850,2009
26,frc3492,2014
11,frc4386,2014
26,frc5989,2017
10,frc3200,2011
24,frc5841,2017
32,frc2502,2017
36,frc2202,2016
18,frc496,2009
17,frc3006,2009
11,frc4455,2014
50,frc4638,2016
8,frc1617,2008
14,frc28,2009
16,frc1368,2006
25,frc2147,2012
11,frc3868,2012
37,frc5002,2014
14,frc2659,2016
9,frc3090,2011
32,frc360,2013
10,frc3255,2010
9,frc437,2011
24,frc1188,2012
25,frc156,2016
8,frc6480,2017
7,frc395,2007
9,frc3072,2010
29,frc4454,2013
11,frc5771,2017
10,frc1554,2013
29,frc3337,2016
19,frc1626,2005
11,frc2725,2012
33,frc440,2005
43,frc3393,2017
37,frc1646,2006
9,frc2143,2009
12,frc2953,2010
10,frc1972,2010
18,frc743,2011
33,frc95,2013
11,frc5179,2015
20,frc1332,2015
13,frc4246,2016
56,frc216,2012
10,frc6157,2017
27,frc997,2010
11,frc2902,2011
26,frc4104,2015
26,frc5531,2016
21,frc816,2007
23,frc1209,2015
11,frc481,2005
38,frc2641,2015
13,frc6476,2017
12,frc1777,2007
13,frc4359,2013
28,frc3843,2014
36,frc1540,2013
24,frc5234,2014
57,frc5413,2015
9,frc2457,2012
11,frc1349,2007
39,frc973,2009
12,frc4307,2012
23,frc296,2013
26,frc4774,2016
11,frc2498,2012
8,frc5023,2013
38,frc3692,2014
17,frc3382,2014
38,frc1403,2008
26,frc4373,2012
49,frc173,2016
33,frc2984,2016
8,frc653,2016
24,frc5324,2017
16,frc1329,2011
14,frc1671B,2016
10,frc3388,2015
24,frc4758,2013
16,frc5763,2016
19,frc1014,2009
16,frc1688,2007
22,frc4143,2013
13,frc3794,2013
40,frc2815,2009
10,frc3120,2010
10,frc2405,2008
32,frc447,2009
10,frc1955,2009
11,frc1789,2013
22,frc2491,2013
28,frc4043,2016
12,frc2618,2010
23,frc2252,2015
15,frc587,2008
10,frc295,2010
32,frc2852,2013
11,frc4734,2013
53,frc2191,2015
25,frc3065,2017
7,frc2969,2009
20,frc4467,2017
32,frc230,2009
10,frc1378,2011
23,frc2506,2012
20,frc1197,2013
30,frc1846,2006
23,frc1011,2008
19,frc3164,2011
12,frc996,2015
24,frc6091,2017
8,frc692,2016
28,frc3883,2016
49,frc1592,2014
51,frc1646,2015
9,frc1209,2006
10,frc5009,2014
10,frc4723,2016
8,frc2435,2009
26,frc2052,2011
29,frc4375,2016
11,frc1332,2006
8,frc1894,2006
11,frc589,2014
21,frc3042,2017
24,frc1527,2008
40,frc3322,2013
12,frc4203,2016
10,frc3576,2011
10,frc4931,2017
26,frc1071,2005
18,frc811,2008
11,frc2905,2012
10,frc5283,2016
10,frc3294,2014
14,frc9322,2016
9,frc4919,2016
25,frc1515,2016
24,frc1370,2016
39,frc771,2014
24,frc2785,2016
11,frc4570,2016
13,frc1899,2008
19,frc1245,2012
11,frc4180,2012
17,frc4586,2013
37,frc4151,2016
14,frc1649,2005
26,frc5941,2017
12,frc1211,2006
33,frc5779,2015
32,frc5807,2016
10,frc1518,2017
7,frc612,2005
41,frc3211,2016
28,frc5173,2014
14,frc2180,2007
8,frc1095,2008
98,frc1918,2015
10,frc1740,2011
36,frc870,2012
11,frc4187,2012
43,frc842,2015
61,frc56,2015
10,frc5071,2015
21,frc2077,2009
21,frc2185,2010
64,frc120,2016
42,frc116,2013
48,frc1108,2014
12,frc2104,2013
37,frc4550,2016
7,frc2971,2009
30,frc2102,2010
12,frc4027,2012
26,frc3542,2013
77,frc2168,2014
24,frc611,2010
32,frc2500,2011
9,frc3215,2013
20,frc3513,2015
9,frc6040,2016
12,frc590,2010
20,frc1538,2006
10,frc1686,2006
11,frc3946,2012
49,frc3999,2014
29,frc2851,2009
109,frc195,2014
52,frc61,2015
8,frc5412,2017
12,frc5780,2015
30,frc1254,2016
13,frc1945,2006
16,frc174,2009
24,frc3927,2014
46,frc935,2017
16,frc2439,2017
14,frc3058,2015
58,frc2468,2017
29,frc1676,2008
22,frc5202,2017
12,frc2657,2011
9,frc2817,2012
46,frc1732,2017
10,frc4583,2017
9,frc3286,2010
37,frc422,2014
8,frc1312,2005
13,frc4936,2014
32,frc238,2008
35,frc585,2010
25,frc476,2009
9,frc1398,2011
29,frc5225,2015
12,frc2909,2012
10,frc2357,2008
25,frc1769,2012
7,frc2499,2009
45,frc2643,2014
22,frc2375,2016
26,frc3647,2013
8,frc2152,2008
10,frc3026,2009
15,frc3289,2010
10,frc2334,2010
31,frc63,2012
8,frc2480,2016
21,frc5327,2014
35,frc4507,2015
8,frc4215,2017
45,frc3930,2014
31,frc271,2012
11,frc4268,2012
24,frc3421,2010
11,frc995,2012
26,frc1876,2015
13,frc3180,2010
28,frc1895,2010
26,frc246,2007
21,frc1739,2012
9,frc4320,2016
37,frc4219,2017
11,frc3043,2017
28,frc884,2014
10,frc4663,2014
32,frc1289,2017
12,frc1750,2010
12,frc3609,2012
10,frc2874,2013
18,frc1506,2005
10,frc2335,2013
9,frc1908,2014
44,frc103,2005
25,frc3411,2010
24,frc4549,2016
9,frc4163,2013
24,frc3151,2012
16,frc2240,2016
24,frc6591,2017
11,frc4049,2015
74,frc4819,2014
15,frc1482,2006
16,frc2844,2009
10,frc3853,2014
9,frc3815,2014
8,frc1689,2006
9,frc1561,2006
10,frc4091,2015
24,frc5201,2016
42,frc3366,2016
26,frc3218,2014
24,frc6335,2017
74,frc228,2014
35,frc5238,2016
9,frc3298,2010
62,frc254,2012
54,frc2338,2016
29,frc1569,2009
10,frc3480,2011
12,frc564,2016
15,frc2967,2011
12,frc1358,2006
43,frc932,2015
10,frc2008,2011
14,frc4526,2013
11,frc383,2016
29,frc4460,2014
24,frc3679,2016
22,frc4624,2013
8,frc5864,2017
9,frc1618,2006
8,frc2759,2009
46,frc1477,2008
37,frc3018,2012
9,frc2879,2015
18,frc974,2006
24,frc4226,2012
9,frc6719,2017
9,frc1451,2007
33,frc2655,2015
11,frc6645,2017
9,frc1858,2008
22,frc2625,2012
24,frc1541,2016
20,frc2974,2009
28,frc2108,2010
10,frc2136,2010
20,frc3739,2011
11,frc5480,2016
9,frc3209,2010
16,frc754,2006
17,frc3201,2010
12,frc3745,2014
12,frc1677,2005
9,frc3278,2010
41,frc4500,2015
7,frc1795,2007
10,frc9,2008
25,frc751,2017
22,frc2465,2017
25,frc1270,2005
9,frc1311,2005
8,frc1244,2006
25,frc3397,2011
39,frc1360,2017
10,frc3016,2011
28,frc135,2005
10,frc1728,2009
8,frc6663,2017
53,frc348,2008
16,frc2064,2013
41,frc2832,2013
9,frc2025,2007
24,frc1701,2010
10,frc2029,2011
12,frc4047,2014
10,frc5171,2015
26,frc5878,2017
21,frc364,2009
24,frc5347,2016
60,frc316,2013
16,frc1731,2009
16,frc1073,2007
17,frc2973,2015
12,frc948,2011
8,frc3023,2016
20,frc1348,2010
19,frc1884,2012
14,frc5331,2016
12,frc3374,2015
25,frc5969,2016
27,frc4565,2017
59,frc6753,2017
12,frc2151,2016
8,frc1464,2006
9,frc1724,2007
31,frc499,2009
12,frc4703,2013
20,frc1516,2011
9,frc4110,2012
14,frc5985,2016
38,frc6172,2016
9,frc3573,2012
7,frc1075,2006
10,frc5070,2017
18,frc2158,2012
26,frc4855,2013
8,frc1195,2006
12,frc3878,2012
33,frc115,2013
19,frc4902,2016
15,frc2791,2009
53,frc2849,2016
16,frc1448,2016
25,frc3681,2013
8,frc6179,2017
54,frc610,2012
24,frc5685,2016
44,frc1675,2013
23,frc3489,2012
45,frc1710,2016
27,frc1,2016
9,frc4490,2017
29,frc237,2010
26,frc3205,2016
10,frc5094,2016
38,frc175,2017
12,frc1493,2005
10,frc253,2008
10,frc3152,2010
85,frc3314,2017
9,frc1692,2008
10,frc1847,2015
19,frc6068,2017
11,frc5583,2017
14,frc1019,2006
39,frc1714,2009
8,frc5993,2016
9,frc2721,2011
24,frc6611,2017
8,frc1923,2006
12,frc1523,2007
11,frc2051,2008
11,frc4292,2012
27,frc2080,2015
96,frc70,2014
26,frc97,2008
10,frc4160,2012
10,frc3063,2014
27,frc2373,2011
79,frc2046,2014
16,frc1947,2007
16,frc2407,2008
45,frc3313,2014
10,frc2956,2011
26,frc4542,2015
10,frc5558,2017
28,frc4272,2014
24,frc5762,2016
24,frc4211,2014
15,frc3544,2016
11,frc2057,2008
11,frc3695,2015
17,frc5236,2015
10,frc2383,2011
59,frc226,2011
11,frc3989,2012
15,frc3241,2014
9,frc2124,2008
45,frc3785,2015
64,frc1080,2017
10,frc4172,2012
13,frc3216,2010
24,frc3459,2012
12,frc1872,2013
23,frc2183,2016
10,frc3104,2010
10,frc3321,2013
44,frc4193,2016
24,frc6019,2016
24,frc1099,2012
29,frc3767,2014
22,frc3931,2014
10,frc4696,2014
25,frc1868,2008
8,frc2199,2008
18,frc2522,2010
7,frc1127,2007
49,frc1559,2016
28,frc2761,2014
43,frc4482,2014
14,frc5630,2016
12,frc3993,2016
51,frc3824,2016
32,frc4795,2017
50,frc2836,2014
18,frc241,2009
15,frc4591,2013
32,frc2283,2017
9,frc2501,2009
10,frc3331,2012
31,frc2609,2009
18,frc4639,2014
10,frc2459,2011
9,frc3871,2011
16,frc313,2006
10,frc2428,2009
12,frc3010,2014
10,frc2957,2015
44,frc3680,2016
47,frc2539,2014
66,frc2056,2014
21,frc3176,2012
34,frc4956,2015
11,frc,2016
9,frc384,2010
10,frc1828,2011
38,frc60,2016
19,frc451,2009
28,frc2587,2011
55,frc4961,2015
9,frc1051,2015
9,frc1543,2009
29,frc4384,2012
10,frc1287,2008
10,frc1103,2009
17,frc3194,2010
11,frc4491,2015
9,frc1795,2013
9,frc613,2005
26,frc5172,2014
10,frc3149,2010
38,frc1816,2011
10,frc4632,2015
55,frc687,2016
8,frc1711,2008
21,frc841,2008
75,frc4488,2015
17,frc2658,2016
43,frc1610,2014
7,frc2972,2009
19,frc31,2016
10,frc3328,2011
27,frc1391,2011
60,frc3618,2015
10,frc3035,2013
10,frc5271,2015
8,frc1813,2006
35,frc4926,2016
16,frc1616,2009
22,frc316,2007
9,frc2227,2010
12,frc4018,2015
24,frc949,2008
9,frc2064,2007
20,frc1994,2016
46,frc5407,2016
24,frc606,2006
11,frc5164,2014
9,frc6186,2017
22,frc1719,2014
11,frc4239,2016
12,frc2143,2017
